cliente_id,tipo_suscripcion,pago_mensual,estado_suscripcion
4466,Pro,64.92,Activa
2240,Pro,85.23,Cancelada
1808,Pro,89.24,Cancelada
2983,Pro,75.04,Cancelada
4808,Básica,12.5,Cancelada
1709,Básica,96.32,Cancelada
3284,,95.0,Cancelada
2707,Premium,72.61,Activa
2224,,54.16,Cancelada
1166,Premium,28.81,Cancelada
2147,Básica,76.85,Cancelada
123,Básica,88.4,Activa
4740,Premium,68.19,Cancelada
3219,Pro,64.76,Activa
4548,,23.34,Activa
903,Pro,38.99,Activa
3933,Pro,73.7,Cancelada
2633,Básica,,Cancelada
3475,Premium,65.92,Activa
3688,Pro,77.83,Cancelada
3042,Premium,36.8,Cancelada
1183,Pro,12.24,Cancelada
3237,Pro,82.82,Activa
4020,,18.47,Activa
797,Premium,40.23,Cancelada
3190,Pro,72.19,Cancelada
2002,,82.61,Cancelada
3313,Pro,86.93,Activa
2267,Premium,55.39,Cancelada
856,,50.21,Activa
3103,Básica,,Activa
640,Pro,58.49,Activa
4695,Pro,59.97,Cancelada
201,Pro,46.23,Cancelada
1273,Pro,40.42,Activa
1354,Básica,50.65,Cancelada
2160,Básica,39.66,Cancelada
4797,Pro,37.64,Cancelada
2385,Premium,99.4,Activa
4975,Básica,36.94,Cancelada
3943,Premium,29.36,Cancelada
1970,Premium,38.62,Activa
4195,Premium,61.12,Activa
1006,Pro,91.54,Activa
3127,Básica,79.85,Cancelada
315,Pro,85.01,Cancelada
710,Premium,86.61,Cancelada
909,Pro,92.45,Activa
2104,Premium,27.33,Cancelada
2089,Pro,48.54,Activa
4438,Pro,41.59,Cancelada
1425,Básica,,Cancelada
4820,Básica,66.97,Cancelada
2853,Premium,43.17,Cancelada
238,Premium,,Cancelada
4280,,41.32,Activa
4490,,34.56,Cancelada
647,Premium,38.54,Cancelada
4916,Básica,81.36,Activa
4573,Premium,62.1,Cancelada
3228,Premium,97.53,Activa
3101,Pro,84.1,Cancelada
2134,Básica,51.15,Activa
3238,Premium,28.03,Activa
4006,Básica,69.02,Activa
2819,Premium,74.03,Cancelada
3666,Básica,49.1,Activa
4538,Premium,26.84,Cancelada
3760,Premium,57.94,Cancelada
2867,Pro,29.11,Activa
4764,Pro,94.3,Activa
3053,Básica,64.74,Cancelada
4873,Básica,32.73,Activa
953,Básica,25.49,Activa
2930,Básica,73.09,Cancelada
4483,Pro,,Activa
4676,Básica,61.73,Activa
4482,Premium,,Activa
502,,,Activa
187,Premium,39.21,Cancelada
1657,Pro,94.05,Activa
1471,Básica,50.53,Cancelada
3550,Premium,6.93,Cancelada
560,Premium,38.09,Cancelada
3174,Pro,17.38,Activa
411,Pro,39.52,Cancelada
4635,Pro,62.78,Cancelada
399,Premium,7.15,Activa
1048,Pro,87.67,Cancelada
677,,62.98,Activa
2074,Básica,33.06,Activa
4750,Premium,34.56,Cancelada
3167,Básica,49.24,Activa
342,Premium,28.57,Cancelada
904,Básica,5.41,Activa
829,Premium,7.52,Cancelada
3120,Premium,38.99,Cancelada
4898,Premium,16.8,Activa
422,Premium,7.12,Cancelada
2652,Pro,86.63,Cancelada
1446,Premium,31.04,Activa
1052,Premium,52.8,Activa
2543,Pro,22.04,Activa
2602,Pro,9.44,Cancelada
2051,Pro,75.76,Activa
136,Pro,16.87,Cancelada
3027,Pro,,Activa
3261,,60.79,Cancelada
1723,,6.28,
4655,Pro,46.45,Cancelada
4454,,32.44,Activa
2156,Pro,35.34,
2716,Pro,5.37,Activa
1613,Básica,96.61,Activa
3338,Premium,54.11,Activa
1664,,59.39,Activa
3140,Pro,68.28,Cancelada
2075,Pro,,Activa
2496,Básica,62.75,Activa
1485,Pro,77.41,Activa
4267,Básica,47.63,Activa
1188,Premium,40.27,Cancelada
172,Premium,83.2,Activa
906,Pro,87.2,Cancelada
2108,Básica,18.09,Cancelada
589,Básica,56.55,Activa
312,Premium,69.95,Cancelada
4233,Premium,12.94,Cancelada
2005,Básica,93.31,Activa
1023,Básica,54.41,Activa
4432,Premium,66.32,Cancelada
1375,Básica,,Cancelada
3595,Premium,30.12,Cancelada
3297,Básica,16.5,Cancelada
161,Pro,30.08,Cancelada
1775,Premium,51.78,Activa
4019,Básica,84.19,Activa
2049,Premium,55.7,Activa
3567,Básica,28.22,Cancelada
2689,Pro,9.24,Cancelada
2744,Pro,64.09,Cancelada
653,Pro,44.92,Cancelada
3170,Premium,98.51,Activa
965,Pro,79.08,Activa
4152,Premium,81.79,Cancelada
2939,Pro,6.16,Activa
1999,Premium,78.89,Activa
206,Pro,23.49,Cancelada
1989,Básica,60.65,Cancelada
109,Básica,47.51,Cancelada
4888,Premium,59.3,Activa
3075,Pro,17.68,Activa
1862,Pro,48.4,Cancelada
3614,Básica,8.51,Activa
4042,Pro,,Cancelada
4142,Pro,67.49,Activa
317,Premium,95.41,Activa
4951,Básica,78.85,Activa
1545,Pro,49.57,Cancelada
672,Pro,10.31,Cancelada
2338,Premium,9.28,Cancelada
2235,,20.0,
1533,Premium,97.7,Cancelada
1524,Premium,42.87,Activa
3977,Pro,85.12,Activa
3172,Pro,71.99,Cancelada
3430,Pro,62.52,Activa
2247,Premium,95.04,Activa
692,Pro,26.89,Activa
414,Básica,48.21,Activa
760,Básica,87.15,Activa
1527,Pro,57.42,Cancelada
39,Premium,28.41,Cancelada
609,Básica,24.85,Cancelada
2730,Pro,76.52,Activa
1276,Básica,6.21,Cancelada
1787,Básica,91.85,Activa
2568,,6.75,Activa
1445,Básica,64.94,Activa
4524,,62.45,Activa
2003,Básica,59.95,Cancelada
2228,,50.06,Activa
1645,Básica,85.98,Cancelada
1759,Básica,67.64,Cancelada
3572,Básica,79.28,Cancelada
3972,Pro,15.97,Cancelada
4565,Básica,9.74,Activa
4278,Básica,7.71,Activa
4590,Premium,18.98,Activa
3736,Básica,68.37,Activa
912,Premium,51.93,
4744,Pro,76.46,Activa
2895,Básica,23.21,Activa
2355,Básica,39.86,Activa
2540,Premium,89.41,Activa
1210,Premium,93.89,Cancelada
952,Básica,,Activa
4653,Pro,82.74,Activa
1797,Premium,70.38,Cancelada
3341,Básica,91.8,Activa
146,Premium,72.85,Activa
748,Pro,95.62,Activa
3161,Premium,7.35,Activa
992,Básica,92.56,Cancelada
4504,Premium,57.8,Cancelada
4171,Pro,15.62,Activa
265,Básica,25.42,Activa
4952,,85.96,Cancelada
1243,Básica,53.08,
3213,Básica,98.37,Activa
1360,Pro,16.17,Activa
1996,,44.19,Cancelada
1863,Pro,36.53,Cancelada
1149,Pro,54.03,Cancelada
4852,Premium,65.18,Cancelada
786,Premium,67.85,Cancelada
3121,,5.12,Cancelada
4225,Básica,13.45,Activa
4095,Pro,8.33,Activa
2445,Premium,87.14,Cancelada
1169,Básica,34.76,Cancelada
926,Básica,39.87,Activa
1960,Pro,47.79,Cancelada
3911,Premium,85.68,Cancelada
4816,Básica,6.35,Cancelada
3896,Básica,,Activa
2992,Básica,,Cancelada
3706,Básica,,Activa
3813,Básica,66.06,Activa
50,Básica,29.81,Activa
870,Premium,54.39,Activa
1481,Pro,97.62,Activa
890,Pro,55.17,Activa
624,Pro,40.48,Cancelada
853,Básica,41.43,Cancelada
1189,Pro,96.87,Activa
3322,Premium,73.3,Cancelada
2663,Básica,70.28,Cancelada
2118,Premium,27.05,Cancelada
1225,Básica,58.15,Cancelada
2096,Básica,38.89,Cancelada
1473,Pro,27.82,Cancelada
3054,Premium,90.08,Cancelada
3711,Pro,41.4,Activa
3224,Básica,31.86,Cancelada
4215,Premium,93.51,Cancelada
1116,,23.75,Activa
4690,Básica,75.82,Activa
4533,Pro,,Activa
3398,Básica,92.45,Cancelada
3178,Premium,84.04,Activa
4313,Premium,72.0,Activa
4129,Premium,34.88,Activa
539,Básica,52.08,Activa
4431,Premium,94.73,Cancelada
3468,Premium,7.2,Cancelada
338,Pro,80.46,Cancelada
1880,Pro,28.92,Activa
2308,Premium,22.58,Cancelada
1907,Pro,27.06,Cancelada
4520,Básica,10.68,Cancelada
1432,Pro,99.24,Cancelada
1405,Pro,87.64,Cancelada
863,Pro,54.5,Cancelada
761,Pro,72.93,Cancelada
1551,Básica,57.88,Activa
1714,Pro,82.1,Activa
1176,Premium,85.25,Cancelada
1414,Pro,27.12,Cancelada
3897,Pro,48.68,Activa
240,Premium,65.31,Cancelada
487,Básica,97.95,Cancelada
2578,Premium,69.86,Cancelada
2770,Premium,90.28,Activa
3602,Premium,85.38,Activa
4066,Premium,60.3,Activa
2650,Pro,89.9,Cancelada
526,Pro,40.86,Activa
2256,Pro,41.03,Cancelada
1306,Pro,79.19,Activa
1073,Básica,17.78,Activa
4125,Pro,34.05,Activa
1160,,62.81,Activa
852,Básica,44.91,Activa
1478,Premium,94.37,Cancelada
3265,Pro,96.06,Cancelada
3082,Pro,52.75,Cancelada
4372,Premium,56.21,Cancelada
1992,Pro,73.84,Cancelada
1069,Premium,48.44,Activa
1695,Premium,23.06,Activa
4867,Premium,75.96,Cancelada
3594,Pro,75.09,Cancelada
1093,Premium,28.27,Cancelada
1506,Pro,84.13,Cancelada
126,,63.3,Activa
1271,Premium,27.45,Activa
4282,,66.94,Cancelada
2846,Premium,27.19,Cancelada
4087,Pro,30.2,Activa
2458,Pro,85.56,Activa
4529,Básica,93.3,Cancelada
4543,Premium,29.4,
582,Pro,93.16,Cancelada
4996,Básica,27.69,Activa
1584,Pro,16.14,Cancelada
1079,Pro,10.53,Activa
4126,Básica,,Cancelada
3495,Premium,41.6,Activa
818,Básica,93.12,Cancelada
1184,Premium,28.01,Activa
1660,Pro,39.72,Activa
3217,Pro,74.74,Cancelada
2933,Básica,33.7,Cancelada
4274,Básica,70.01,Cancelada
3438,Básica,46.05,Activa
2838,Pro,23.66,Activa
1875,Premium,74.74,Cancelada
4666,Básica,7.57,Cancelada
3448,Premium,32.77,Cancelada
482,Básica,38.84,Activa
3962,,48.53,Cancelada
3916,Básica,69.59,Cancelada
4275,Básica,48.64,Activa
1567,Pro,61.46,Cancelada
4352,Pro,61.6,Activa
1631,Básica,40.46,Activa
1427,Pro,93.73,Activa
3964,Pro,95.81,Cancelada
3747,Pro,60.28,Activa
2960,Pro,11.81,Activa
367,,51.66,Cancelada
1595,Premium,22.52,Activa
4151,Pro,50.91,Activa
4010,Premium,22.91,Cancelada
4761,Básica,71.87,Activa
1957,Premium,12.64,Cancelada
4992,Básica,95.56,Activa
3908,,,Activa
918,Premium,67.76,Cancelada
170,Básica,92.11,Activa
4623,Básica,28.55,Cancelada
805,Pro,93.76,Cancelada
1910,Premium,41.92,Activa
4052,Básica,96.25,Cancelada
1812,Pro,97.28,Activa
3300,Básica,22.87,Activa
4908,,83.95,Cancelada
2252,Pro,23.37,Activa
1221,Básica,26.51,Activa
2437,Básica,,Activa
4974,Premium,19.87,Activa
2203,Premium,65.06,Activa
121,Pro,47.68,Activa
2975,Básica,80.14,Activa
3646,Premium,36.54,Cancelada
3513,Pro,97.02,Activa
374,Premium,,Cancelada
1096,Pro,10.98,Cancelada
2761,Premium,71.63,Cancelada
3673,Básica,89.32,Activa
2892,Pro,80.57,Cancelada
2993,Pro,51.53,Activa
4773,Premium,30.62,Cancelada
1320,Premium,6.28,Cancelada
2237,Premium,53.4,Activa
266,Básica,,Cancelada
2710,Premium,37.7,Cancelada
3581,Premium,59.92,Activa
3618,Básica,74.24,Activa
4768,Premium,71.58,Activa
2138,Básica,30.01,Activa
1190,Básica,60.6,Cancelada
705,Premium,19.13,Activa
2669,Básica,16.55,Activa
510,Premium,79.66,Cancelada
176,Básica,70.91,Cancelada
1091,Pro,,Cancelada
2327,Premium,19.48,Activa
4771,Pro,91.89,Activa
1710,Pro,17.65,Cancelada
1508,Pro,87.65,Cancelada
1813,Pro,38.48,Activa
4977,Premium,15.02,Activa
1408,Básica,32.24,Activa
1260,,22.24,Cancelada
4044,Premium,51.61,Cancelada
448,Básica,95.23,Cancelada
2564,Pro,36.15,Activa
2620,Básica,63.15,Activa
2115,Pro,89.71,Cancelada
927,Premium,,Cancelada
3400,Básica,39.41,Activa
590,Básica,99.13,Cancelada
3005,Pro,22.8,Activa
1553,Básica,54.71,Activa
2768,Premium,80.69,Activa
3767,Básica,5.06,Activa
4753,Básica,71.69,Cancelada
3802,Premium,30.32,Activa
892,Pro,21.12,Cancelada
4460,Básica,31.05,Cancelada
593,Pro,96.85,Activa
1558,Básica,89.73,Cancelada
1745,Premium,25.31,Cancelada
3604,Pro,16.12,Cancelada
4815,Básica,39.59,Cancelada
1503,Pro,61.27,Cancelada
862,Básica,87.38,Activa
4532,Premium,96.78,Cancelada
4444,Premium,76.36,Activa
3472,Básica,61.91,Cancelada
3893,Básica,18.52,Activa
3541,Pro,,Cancelada
1119,Básica,61.62,Cancelada
2460,Pro,56.21,Cancelada
2042,Básica,85.38,Activa
4265,Premium,35.65,Activa
2341,Pro,8.77,Cancelada
3333,Pro,45.25,Activa
554,Premium,97.07,Activa
2604,Pro,80.58,Cancelada
656,Premium,8.21,Activa
2029,Premium,88.09,Cancelada
2345,Premium,49.81,Activa
4497,Básica,39.65,Activa
3994,Premium,37.94,Activa
2107,Pro,61.54,Activa
2419,Básica,55.41,Cancelada
4056,Premium,67.38,Activa
3038,Premium,59.5,Activa
4704,Premium,18.67,Cancelada
4264,Pro,29.44,Cancelada
4263,Básica,84.9,Cancelada
1800,Básica,68.01,Cancelada
4035,Básica,47.6,Activa
671,Pro,22.35,Activa
1444,,5.73,Activa
2056,,34.63,Cancelada
2276,Premium,10.21,Cancelada
1379,Pro,,Activa
3320,Básica,83.07,Cancelada
2424,Pro,32.11,Cancelada
930,Básica,,Activa
1237,Básica,71.93,Activa
4494,Premium,16.9,Cancelada
1612,Pro,66.23,Cancelada
1267,Básica,,Activa
1956,Básica,67.21,Activa
2985,,18.56,Cancelada
2127,Premium,42.29,Activa
4467,Pro,58.83,Activa
1226,Básica,9.79,Cancelada
1678,Pro,19.56,Cancelada
3018,,35.44,Cancelada
4269,Premium,48.92,Activa
3210,Premium,86.56,Cancelada
1138,Premium,22.79,Cancelada
597,Premium,38.01,Cancelada
370,Premium,50.2,Cancelada
2272,Premium,,Cancelada
2989,Básica,64.45,Activa
329,Pro,29.38,Cancelada
4367,Premium,78.37,Cancelada
3883,Pro,52.99,Activa
3273,Pro,13.2,Cancelada
4596,Básica,,Activa
4446,Pro,59.08,Activa
2380,Pro,37.17,Cancelada
2106,Premium,6.06,Cancelada
4304,Premium,,Activa
2153,Pro,43.54,Cancelada
1792,Premium,,Cancelada
2721,Básica,59.86,Cancelada
9,Pro,72.67,Cancelada
636,Pro,86.32,Cancelada
2172,Básica,66.46,Activa
789,Básica,70.46,Activa
156,Básica,62.8,Activa
2764,Básica,98.62,Activa
4793,Pro,29.8,Activa
1168,Premium,30.29,Activa
456,Premium,17.0,Cancelada
3910,,51.14,Cancelada
4380,Premium,14.14,Activa
2324,Básica,30.66,Activa
2588,Premium,50.85,Cancelada
920,Premium,95.97,Cancelada
4696,Pro,96.56,Cancelada
2320,Pro,75.66,Activa
3815,Premium,41.98,Activa
2823,Básica,87.19,Cancelada
3056,Premium,88.17,Activa
599,Básica,91.47,Activa
3355,Pro,65.8,Cancelada
4312,Básica,24.17,Cancelada
350,Premium,13.65,Cancelada
4404,Pro,91.9,Activa
3055,Premium,10.28,Cancelada
2286,Premium,33.11,Activa
1624,Básica,51.26,Cancelada
1121,,7.09,Cancelada
2347,Premium,91.16,Cancelada
4363,Pro,32.28,Cancelada
1700,Básica,7.71,Activa
2827,Básica,99.39,Cancelada
813,Pro,34.58,Cancelada
1084,Pro,88.29,Cancelada
4762,Básica,48.08,Activa
778,Pro,68.0,Cancelada
3587,Básica,27.9,Activa
4836,Pro,52.77,Cancelada
4101,Básica,29.48,Activa
3520,Básica,95.35,Activa
1402,Pro,10.79,Activa
4178,Premium,31.09,Activa
4452,Premium,89.85,Activa
1577,Pro,50.6,Activa
1413,Básica,62.01,Cancelada
1324,Pro,66.91,Activa
4048,Premium,11.74,Activa
93,,6.69,Cancelada
4965,Básica,94.09,Activa
4549,Básica,30.79,Activa
2111,Premium,41.13,Cancelada
2346,Premium,69.8,Cancelada
4080,Básica,27.45,Cancelada
2798,Básica,74.64,Cancelada
3143,Premium,48.53,Activa
1494,Premium,86.38,Activa
718,Básica,31.46,Activa
3247,Pro,24.36,Cancelada
4803,Pro,84.01,Cancelada
3745,Pro,36.0,Cancelada
2171,,44.13,Cancelada
4508,Pro,80.4,Activa
4495,Pro,65.38,Cancelada
2997,Premium,46.96,Cancelada
3722,Pro,28.74,Activa
2071,Básica,77.6,Cancelada
4859,Premium,22.14,Cancelada
4930,Básica,93.19,Activa
15,Pro,19.28,Cancelada
4626,Básica,81.47,Cancelada
3483,Premium,45.3,Activa
4484,Pro,22.67,Cancelada
2555,Premium,43.23,Cancelada
90,Pro,26.05,Activa
562,Premium,17.92,Activa
1208,Premium,27.72,Cancelada
2828,Básica,87.4,Activa
1424,Premium,15.06,Activa
2466,Premium,97.39,Cancelada
420,Básica,5.47,Cancelada
3207,Pro,67.53,Cancelada
373,Pro,86.37,Cancelada
4299,Premium,93.73,Activa
2569,Básica,18.68,Activa
2006,Pro,71.33,Cancelada
1385,Básica,15.2,Activa
54,Premium,38.5,Cancelada
1113,Básica,74.53,Cancelada
577,Premium,37.87,Activa
1110,Pro,34.77,Cancelada
1389,Pro,16.03,Cancelada
298,Pro,11.31,Activa
1199,Pro,15.95,Cancelada
964,Básica,88.17,Cancelada
4894,Básica,6.06,Activa
4940,Básica,70.82,Cancelada
3100,,78.02,Cancelada
3287,Pro,58.95,Cancelada
746,Pro,,Cancelada
3435,Pro,66.97,Cancelada
521,Básica,48.28,Cancelada
1593,Básica,41.36,Activa
494,Pro,94.43,Cancelada
968,Premium,97.33,Cancelada
4436,,66.87,Cancelada
2253,Pro,23.74,Activa
1248,Pro,47.55,Activa
4427,Pro,52.17,Cancelada
35,Premium,77.01,Cancelada
4553,Pro,68.44,Cancelada
2046,Básica,53.91,Activa
336,Premium,69.63,Activa
3470,Premium,7.29,Activa
684,Pro,78.78,Activa
662,Básica,25.11,Cancelada
2566,Básica,67.36,Cancelada
4982,Pro,15.83,Cancelada
1415,Pro,15.87,Activa
4948,Básica,8.39,Activa
3463,Premium,91.47,Activa
4748,Premium,62.43,Cancelada
1038,Pro,39.39,Activa
1913,Pro,79.84,Cancelada
4322,,64.48,Activa
839,Básica,63.91,Activa
1943,Básica,51.27,Cancelada
3800,Básica,5.75,Activa
1127,Pro,29.55,Cancelada
478,Pro,15.36,Activa
3708,Básica,67.93,Activa
2773,Pro,28.62,Cancelada
1490,Pro,47.77,Activa
801,Básica,38.58,Activa
843,Premium,18.6,Cancelada
2849,Premium,96.05,Activa
3882,Básica,93.67,Cancelada
3539,Premium,13.04,Cancelada
693,Pro,83.6,Cancelada
642,Premium,51.4,Activa
434,Básica,78.5,Cancelada
2050,Básica,19.36,Activa
479,Premium,17.57,Cancelada
2314,Premium,89.62,Cancelada
4535,Pro,90.29,Activa
3016,,49.26,Cancelada
3551,Premium,87.66,Cancelada
2243,Premium,68.41,Cancelada
3039,Pro,22.58,Activa
2465,Premium,36.25,Cancelada
2356,Pro,17.93,Activa
1896,Pro,78.53,Activa
3262,Básica,98.6,Activa
56,Básica,56.91,Activa
1370,Pro,67.31,Activa
3932,Pro,75.88,Cancelada
4017,Pro,26.3,Cancelada
2487,Básica,36.92,Cancelada
45,Pro,44.17,Activa
1771,Básica,61.49,
296,Básica,85.8,Cancelada
2979,Pro,29.15,Cancelada
2331,Pro,49.73,Activa
4176,Pro,76.4,Cancelada
2414,Básica,13.3,Cancelada
1570,Premium,53.72,Activa
2398,Pro,18.72,Cancelada
4349,Premium,56.22,Cancelada
2185,Premium,77.94,Activa
2384,Premium,27.51,Activa
3701,Premium,85.7,Activa
3907,,36.81,Activa
2788,Básica,23.12,Cancelada
4286,Básica,49.21,Activa
2463,Básica,88.23,Cancelada
343,Premium,11.55,Activa
2606,Básica,36.12,Activa
3748,Pro,67.05,Activa
541,Premium,38.97,Cancelada
2854,Pro,11.73,Cancelada
3590,Premium,36.54,Cancelada
2785,Premium,82.99,Cancelada
2793,Premium,96.96,Activa
1835,Premium,8.78,Activa
942,Pro,59.08,Activa
859,Premium,15.0,Cancelada
1825,Premium,69.64,Cancelada
2150,Básica,5.75,Activa
3957,Premium,6.4,Activa
4378,Premium,78.8,Cancelada
944,Premium,12.07,Cancelada
4091,Premium,33.99,Activa
3937,Premium,96.01,Activa
1369,Premium,98.6,Activa
2507,Pro,20.33,Cancelada
620,Pro,58.29,Cancelada
104,Premium,58.12,Activa
3925,Pro,47.98,Activa
581,Básica,92.85,Activa
4825,Básica,76.63,Cancelada
2015,Premium,77.63,Cancelada
2371,Premium,30.61,Activa
3757,Pro,46.26,Activa
1507,Básica,51.31,Activa
828,Premium,33.4,Cancelada
500,,,Cancelada
4191,Pro,17.0,Cancelada
2343,Premium,22.16,Cancelada
4822,Premium,24.35,Activa
2488,Premium,28.01,Activa
3197,Básica,29.27,Cancelada
1258,Pro,48.29,Cancelada
3307,Básica,53.41,Cancelada
3679,,34.34,Activa
2860,Premium,91.19,Cancelada
4950,Pro,57.55,Activa
2794,Pro,79.81,Activa
3399,Premium,92.8,Activa
3816,Pro,20.5,Cancelada
2119,Premium,45.65,Cancelada
95,Premium,46.15,Cancelada
469,Pro,38.67,Cancelada
3716,Pro,5.85,Activa
2037,Pro,82.52,Activa
1376,Pro,15.6,Cancelada
1021,Básica,99.57,Activa
1866,,78.43,Activa
2967,Premium,60.1,Cancelada
2009,Premium,19.69,Cancelada
4589,Premium,53.96,Activa
2255,Básica,,Cancelada
3944,Pro,28.97,Activa
2268,Pro,83.81,Cancelada
743,Pro,41.16,Activa
2719,Premium,47.82,Cancelada
4410,Básica,85.08,Activa
498,Básica,13.34,Cancelada
4479,Pro,61.49,Cancelada
587,Premium,59.93,Cancelada
2616,Pro,45.4,Activa
2474,,83.83,Cancelada
513,,94.57,Cancelada
4706,Pro,49.21,Activa
87,Básica,48.33,Cancelada
2629,Premium,52.7,Activa
3507,Básica,73.7,Activa
2840,Básica,68.47,Activa
925,,26.17,Activa
4067,Premium,11.07,Activa
594,Premium,95.18,Activa
753,Pro,29.8,Cancelada
874,Pro,65.67,Activa
864,Pro,83.7,Cancelada
2850,Premium,33.53,Activa
335,,65.37,Cancelada
3876,Pro,15.25,Activa
4354,Básica,97.14,Activa
1778,Pro,10.53,Cancelada
2800,Pro,46.63,Cancelada
1030,Premium,56.0,Activa
2831,Pro,80.1,Activa
3789,,16.51,Cancelada
2295,Básica,46.88,Cancelada
3718,Básica,33.47,Activa
307,Premium,34.64,Activa
1095,Pro,78.98,Cancelada
308,Premium,5.52,
3337,Pro,76.16,Activa
4418,Pro,81.99,Cancelada
3368,Pro,90.63,Cancelada
3812,Premium,64.55,Activa
3029,Básica,36.68,Activa
1646,Premium,45.59,Cancelada
219,Pro,97.12,Cancelada
3456,Premium,88.71,Cancelada
547,,49.03,Cancelada
4799,Premium,94.59,Cancelada
1749,Básica,83.18,Activa
4551,Básica,90.6,Cancelada
1838,Pro,69.88,Cancelada
3130,Básica,86.48,Cancelada
2553,Premium,89.72,Activa
1680,Premium,13.74,Activa
875,Pro,96.7,Cancelada
4298,Premium,36.69,Activa
2339,Pro,46.79,Cancelada
3125,Premium,80.23,
4784,Premium,68.17,Cancelada
2344,Básica,89.84,Activa
2174,Básica,43.05,Activa
2133,Básica,40.46,Activa
1955,Premium,8.01,Cancelada
1092,Pro,48.96,Activa
1711,Pro,73.79,Cancelada
740,Pro,33.61,Activa
2634,Básica,48.96,Cancelada
3523,Premium,25.84,Cancelada
1318,Básica,78.41,Activa
749,Premium,10.75,Cancelada
4402,Premium,72.01,Activa
2301,Premium,41.0,Cancelada
4351,Básica,8.95,Cancelada
3958,Premium,86.08,Activa
1288,Básica,51.33,Cancelada
3066,,61.94,Cancelada
1301,Premium,74.54,Cancelada
2544,,67.23,Cancelada
2836,Premium,74.43,Activa
3678,Básica,77.42,Activa
3543,Premium,60.97,Activa
3482,Premium,39.74,Cancelada
3432,Pro,28.1,Activa
3115,,90.78,Activa
1655,Pro,97.14,Cancelada
4379,Premium,38.98,Cancelada
1100,Básica,15.67,Activa
2377,Pro,26.14,Activa
3376,Básica,68.71,Cancelada
297,Pro,21.43,Cancelada
652,Pro,79.11,Cancelada
4681,Básica,92.69,Cancelada
1514,Pro,96.55,Activa
4413,Básica,5.89,Activa
1781,Premium,96.02,Cancelada
4864,Premium,75.32,Cancelada
3080,Básica,12.98,Activa
902,Básica,44.45,Activa
654,Premium,71.5,Activa
4108,Básica,95.89,Activa
4291,Premium,20.59,Cancelada
1493,Premium,17.13,
1641,Básica,49.87,Cancelada
698,Pro,96.97,Cancelada
2731,Básica,97.28,Activa
80,,26.65,Cancelada
446,Pro,35.34,Cancelada
1604,Pro,91.26,Cancelada
4872,Premium,74.81,Cancelada
2673,Pro,97.37,Activa
884,Pro,89.85,Activa
3530,Básica,25.43,Activa
489,,77.17,Cancelada
2790,Pro,,Cancelada
2667,Premium,82.69,Activa
195,Básica,,Cancelada
4562,Básica,95.83,Activa
2613,,96.2,Activa
124,Pro,9.83,Cancelada
2591,Básica,20.25,
302,Premium,51.0,Cancelada
2099,Básica,88.55,Activa
2139,Pro,82.37,Cancelada
1894,Básica,96.62,Cancelada
2434,Pro,63.72,Activa
3159,Premium,29.37,Activa
295,Básica,7.39,Cancelada
4528,Básica,26.18,Cancelada
4767,Premium,69.15,Cancelada
163,Premium,93.0,Cancelada
1014,,35.49,Activa
4234,Básica,88.19,Activa
4449,Básica,42.52,Cancelada
2329,Básica,34.29,Cancelada
4990,Básica,53.34,Cancelada
465,Premium,47.02,Activa
605,,91.81,Activa
4136,Básica,49.48,Cancelada
1909,Básica,31.35,Cancelada
3251,Pro,85.04,Cancelada
113,Pro,99.88,Activa
4732,Pro,66.58,Activa
3308,Premium,28.79,Cancelada
4096,Premium,27.69,Cancelada
1964,Premium,10.48,Cancelada
2515,Básica,,Activa
573,Básica,91.92,Cancelada
3231,Premium,14.17,Cancelada
122,,51.01,Activa
2170,Básica,71.32,Cancelada
2152,Pro,85.78,Activa
2169,Básica,21.27,Cancelada
1152,Básica,46.59,Activa
2395,Pro,28.89,Activa
1197,Premium,29.3,Activa
1317,Pro,33.86,Cancelada
31,Premium,60.78,Cancelada
4994,Premium,6.57,Activa
4383,Básica,43.83,Cancelada
1486,Básica,22.75,Activa
507,Básica,96.88,Activa
3506,Premium,60.36,Activa
1086,Premium,87.47,Cancelada
3516,Pro,23.59,Activa
185,Básica,81.95,Cancelada
1382,Básica,44.4,Cancelada
82,Premium,21.88,Activa
782,Básica,77.32,Cancelada
4076,Premium,77.39,Cancelada
3648,Pro,99.61,Cancelada
4557,Pro,79.19,Activa
4111,Básica,18.8,Cancelada
376,,35.64,Activa
4442,Básica,47.91,Activa
1207,Básica,17.03,Cancelada
1770,Premium,79.86,Activa
815,Premium,55.04,Cancelada
3971,Básica,94.72,Activa
3709,Pro,60.98,Cancelada
450,Pro,54.68,Cancelada
2194,Básica,11.79,Activa
4097,Básica,19.19,Activa
386,Pro,85.7,Activa
1764,Pro,99.11,Activa
598,Premium,44.44,Activa
1223,Premium,81.96,Cancelada
2190,Pro,64.62,Cancelada
2146,Premium,96.11,Activa
3034,Premium,27.62,Activa
392,Básica,56.76,Cancelada
4683,Premium,43.84,Cancelada
2480,Premium,56.46,Cancelada
1559,Básica,30.54,Activa
135,Pro,52.29,Cancelada
3226,Premium,64.36,Activa
2452,Premium,12.72,Activa
5000,Pro,75.58,Activa
1843,Premium,72.12,Cancelada
1479,Pro,88.64,Activa
3146,Básica,45.46,Cancelada
1681,Pro,10.86,Activa
