cliente_id,edad,pais,fecha_registro
847,,Chile,2021-07-21
848,69.0,Chile,2023-10-02
849,50.0,Perú,2023-12-22
850,39.0,Chile,2021-05-06
851,,Colombia,2023-09-19
852,64.0,Argentina,2021-02-18
853,22.0,Argentina,2023-04-26
854,56.0,Argentina,2021-06-28
855,35.0,Colombia,2022-05-08
856,55.0,México,2022-07-26
857,,Colombia,2021-10-29
858,47.0,Argentina,2023-08-22
859,68.0,Argentina,2023-09-17
860,,Argentina,2024-04-07
861,27.0,,2023-09-04
862,32.0,México,2021-09-26
863,59.0,Colombia,2022-09-16
864,65.0,Argentina,2021-04-10
865,61.0,Perú,2021-08-03
866,35.0,México,2022-09-17
867,40.0,Perú,2021-04-07
868,50.0,México,2023-03-30
869,33.0,Argentina,2022-09-22
870,55.0,México,2022-07-02
871,52.0,México,2021-12-03
872,51.0,Argentina,2021-12-25
873,45.0,Perú,2023-03-27
874,19.0,Perú,2021-12-26
875,,Chile,2023-10-12
876,30.0,Perú,2021-12-13
877,58.0,Perú,2024-02-22
878,33.0,México,2022-07-06
879,,Chile,2022-06-22
880,45.0,Argentina,2022-10-16
881,56.0,Argentina,2022-02-26
882,62.0,Colombia,2021-12-02
883,,Chile,2021-02-26
884,41.0,México,2023-10-14
885,44.0,Colombia,2023-07-01
886,47.0,Colombia,2022-12-18
887,62.0,Argentina,2024-01-05
888,44.0,Perú,2021-10-12
889,,México,2022-12-23
890,24.0,Chile,2022-01-21
891,59.0,Colombia,2023-08-08
892,64.0,,2023-02-09
893,55.0,Argentina,2023-04-20
894,22.0,Colombia,2021-01-11
895,40.0,Colombia,2023-08-30
896,45.0,Argentina,2022-11-03
897,51.0,Argentina,2021-09-17
898,32.0,Argentina,2022-01-28
899,,México,2022-08-23
900,,México,2023-11-06
901,65.0,México,2023-01-26
902,,Perú,2024-01-15
903,36.0,,2022-12-12
904,26.0,México,2023-10-31
905,46.0,Perú,2022-04-22
906,68.0,Colombia,2024-04-02
907,56.0,México,2021-01-24
908,21.0,Argentina,2021-11-08
909,20.0,,2022-04-07
910,46.0,México,2021-01-22
911,69.0,Chile,2021-06-29
912,28.0,México,2023-03-02
913,50.0,,2022-12-31
914,55.0,Chile,2023-01-19
915,28.0,Perú,2022-12-17
916,44.0,Argentina,2021-12-05
917,50.0,Chile,2022-06-15
918,38.0,Chile,2022-11-23
919,56.0,Argentina,2021-06-11
920,48.0,Argentina,2023-12-21
921,55.0,Argentina,2024-01-14
922,63.0,Colombia,2022-05-05
923,19.0,Perú,2021-01-05
924,44.0,,2021-03-17
925,53.0,Chile,2021-01-07
926,,México,2022-11-12
927,64.0,Argentina,2022-04-18
928,35.0,Perú,2024-03-07
929,18.0,Perú,2023-03-23
930,52.0,Colombia,2023-04-18
931,52.0,Argentina,2022-08-26
932,48.0,Chile,2024-04-01
933,45.0,Colombia,2021-11-14
934,56.0,Argentina,2024-04-03
935,18.0,Colombia,2021-08-20
936,42.0,México,2021-11-24
937,,Argentina,2021-08-26
938,55.0,Chile,2024-02-18
939,37.0,Chile,2023-08-08
940,20.0,Argentina,2023-06-14
941,68.0,Colombia,2022-09-11
942,19.0,Perú,2021-09-07
943,35.0,Argentina,2021-07-17
944,61.0,Chile,2022-02-20
945,27.0,México,2023-01-02
946,,Chile,2023-07-27
947,26.0,Perú,2024-03-20
948,19.0,Chile,2021-08-04
949,51.0,Perú,2024-03-30
950,55.0,Argentina,2023-03-26
951,48.0,Chile,2022-09-02
952,27.0,Colombia,2022-05-26
953,67.0,,2023-07-07
954,29.0,Chile,2021-06-06
955,53.0,,2021-06-11
956,38.0,México,2021-02-11
957,66.0,Chile,2021-10-30
958,,,2023-10-11
959,23.0,México,2023-02-03
960,65.0,México,2021-04-30
961,,México,2024-01-04
962,20.0,Argentina,2022-11-05
963,27.0,Colombia,2022-10-23
964,22.0,México,2021-05-03
965,63.0,Colombia,2022-10-15
966,43.0,México,2023-07-10
967,38.0,Colombia,2023-10-11
968,62.0,Chile,2023-02-28
969,43.0,Chile,2021-09-14
970,55.0,Colombia,2023-01-27
971,61.0,México,2022-08-21
972,43.0,Argentina,2023-03-02
973,25.0,Colombia,2024-03-18
974,22.0,Perú,2024-03-17
975,,Argentina,2022-11-11
976,33.0,Perú,2023-10-30
977,18.0,Colombia,2023-03-07
978,,México,2022-08-31
979,54.0,Perú,2021-11-27
980,20.0,Colombia,2021-02-25
981,69.0,Argentina,2021-04-15
982,64.0,México,2022-07-01
983,48.0,Perú,2023-03-04
984,,Colombia,2022-05-04
985,33.0,,2023-12-10
986,60.0,México,2024-01-16
987,38.0,Chile,2021-10-30
988,19.0,México,2023-10-22
989,44.0,Colombia,2022-10-12
990,55.0,Argentina,2022-10-10
991,43.0,Chile,2022-01-16
992,55.0,,2021-06-11
993,63.0,Colombia,2021-01-19
994,42.0,Colombia,2023-09-01
995,28.0,Perú,2021-08-31
996,,Perú,2021-05-09
997,25.0,Argentina,2024-04-14
998,50.0,Colombia,2022-02-13
999,24.0,Perú,2023-03-03
1000,55.0,Perú,2023-08-01
1001,38.0,Perú,2024-01-13
1002,25.0,Argentina,2021-08-10
1003,68.0,Argentina,2022-03-21
1004,38.0,Colombia,2022-09-10
1005,37.0,Chile,2022-06-07
1006,25.0,Colombia,2021-06-15
1007,63.0,Perú,2022-12-09
1008,48.0,,2023-01-13
1009,67.0,México,2023-10-06
1010,46.0,Colombia,2023-07-02
1011,65.0,Perú,2023-11-03
1012,26.0,Perú,2021-12-31
1013,32.0,Chile,2021-08-13
1014,,México,2023-09-23
1015,43.0,Colombia,2021-07-13
1016,27.0,Argentina,2021-02-26
1017,46.0,Colombia,2021-08-01
1018,33.0,Colombia,2021-04-27
1019,53.0,Chile,2022-08-22
1020,,Colombia,2022-02-14
1021,62.0,Chile,2023-03-23
1022,54.0,Chile,2023-07-18
1023,39.0,Perú,2024-02-11
1024,24.0,Argentina,2024-04-02
1025,40.0,Chile,2021-01-04
1026,58.0,México,2021-01-23
1027,57.0,México,2023-07-10
1028,46.0,Argentina,2023-01-15
1029,33.0,Chile,2022-08-25
1030,55.0,Argentina,2023-09-15
1031,,,2024-01-21
1032,65.0,México,2022-04-14
1033,55.0,Colombia,2023-08-28
1034,48.0,México,2024-03-24
1035,,Chile,2022-09-19
1036,50.0,Argentina,2021-07-26
1037,26.0,México,2023-10-11
1038,44.0,Colombia,2021-03-22
1039,,Colombia,2022-09-07
1040,30.0,Argentina,2022-04-28
1041,43.0,Argentina,2022-08-15
1042,46.0,México,2024-02-01
1043,68.0,Chile,2021-02-02
1044,66.0,Perú,2021-02-04
1045,60.0,Colombia,2023-09-27
1046,45.0,Argentina,2023-12-10
1047,45.0,Perú,2021-10-07
1048,,Perú,2021-06-01
1049,40.0,Perú,2022-12-02
1050,,Chile,2023-01-05
1051,22.0,Argentina,2023-10-16
1052,59.0,Colombia,2022-10-27
1053,24.0,Argentina,2023-07-12
1054,59.0,México,2022-03-29
1055,53.0,Colombia,2022-09-12
1056,58.0,Argentina,2023-11-23
1057,44.0,Colombia,2024-02-09
1058,63.0,México,2024-02-19
1059,19.0,Colombia,2021-01-16
1060,42.0,Perú,2023-01-09
1061,26.0,Chile,2022-12-16
1062,44.0,México,2022-12-15
1063,18.0,Colombia,2021-04-08
1064,40.0,México,2021-04-26
1065,27.0,Perú,2023-08-23
1066,59.0,Chile,2021-12-15
1067,69.0,México,2021-08-20
1068,42.0,Perú,2024-02-09
1069,20.0,Perú,2023-11-02
1070,23.0,Perú,2023-09-11
1071,23.0,Colombia,2022-10-01
1072,19.0,Argentina,2021-10-12
1073,,México,2022-09-28
1074,,Argentina,2022-06-29
1075,19.0,Perú,2022-01-27
1076,29.0,Argentina,2024-04-08
1077,39.0,Perú,2021-03-18
1078,54.0,Perú,2021-10-24
1079,37.0,Chile,2021-11-26
1080,56.0,Chile,2023-12-23
1081,41.0,Argentina,2021-09-27
1082,,México,2021-08-04
1083,37.0,Argentina,2024-01-04
1084,18.0,México,2022-05-25
1085,18.0,Argentina,2022-08-02
1086,34.0,Colombia,2024-01-22
1087,18.0,Colombia,2023-12-13
1088,69.0,México,2022-05-11
1089,62.0,Chile,2023-08-06
1090,47.0,México,2021-04-04
1091,58.0,Argentina,2022-09-17
1092,64.0,Perú,2021-08-17
1093,20.0,Colombia,2021-09-07
1094,63.0,Perú,2022-12-22
1095,28.0,Colombia,2023-09-07
1096,41.0,Argentina,2021-07-01
1097,39.0,Colombia,2021-09-24
1098,61.0,México,2023-10-01
1099,62.0,Perú,2021-10-08
1100,43.0,Perú,2023-08-20
1101,,Argentina,2022-10-29
1102,18.0,Perú,2024-01-12
1103,41.0,Argentina,2022-06-15
1104,27.0,Chile,2022-02-27
1105,52.0,México,2023-09-08
1106,41.0,Colombia,2022-03-30
1107,45.0,Colombia,2021-09-24
1108,53.0,Colombia,2022-05-22
1109,33.0,Chile,2024-03-11
1110,57.0,México,2021-11-12
1111,33.0,Perú,2023-02-03
1112,34.0,,2023-06-17
1113,68.0,,2023-08-11
1114,32.0,México,2023-05-25
1115,33.0,Colombia,2023-07-05
1116,32.0,Perú,2021-01-22
1117,,México,2022-01-19
1118,28.0,Perú,2024-02-24
1119,18.0,,2021-04-13
1120,32.0,Argentina,2023-06-19
1121,43.0,Colombia,2023-01-03
1122,68.0,México,2021-04-20
1123,21.0,Chile,2023-12-25
1124,60.0,México,2022-11-01
1125,22.0,Argentina,2024-01-05
1126,52.0,Chile,2023-11-09
1127,,,2022-01-19
1128,27.0,México,2021-07-09
1129,28.0,Argentina,2023-02-01
1130,35.0,Chile,2021-12-26
1131,51.0,,2023-05-25
1132,56.0,Colombia,2023-06-05
1133,,Perú,2021-03-20
1134,59.0,Perú,2022-08-19
1135,67.0,Argentina,2024-04-10
1136,,Chile,2023-06-05
1137,24.0,Colombia,2023-10-12
1138,56.0,Colombia,2021-05-29
1139,20.0,Argentina,2021-01-10
1140,29.0,Chile,2023-03-03
1141,24.0,Argentina,2023-12-15
1142,66.0,México,2023-05-22
1143,43.0,Colombia,2021-06-29
1144,50.0,Argentina,2023-01-14
1145,54.0,,2022-01-16
1146,65.0,México,2022-03-27
1147,32.0,Perú,2024-01-22
1148,19.0,Colombia,2022-01-29
1149,58.0,Argentina,2023-08-23
1150,24.0,Colombia,2022-03-09
1151,49.0,Perú,2023-08-12
1152,21.0,,2024-04-01
1153,37.0,México,2023-08-04
1154,67.0,,2023-11-30
1155,53.0,México,2023-02-05
1156,49.0,Perú,2023-06-27
1157,45.0,Perú,2021-03-26
1158,30.0,Colombia,2023-02-23
1159,18.0,Perú,2023-03-27
1160,,Chile,2024-01-20
1161,65.0,Colombia,2022-12-08
1162,47.0,Chile,2021-09-27
1163,53.0,Perú,2023-04-21
1164,42.0,Colombia,2023-11-09
1165,33.0,Chile,2023-11-30
1166,36.0,Perú,2022-05-31
1167,18.0,Argentina,2023-11-23
1168,22.0,Argentina,2022-03-26
1169,,México,2022-11-16
1170,39.0,Argentina,2022-09-17
1171,41.0,Chile,2023-06-04
1172,60.0,Argentina,2021-11-15
1173,62.0,Colombia,2024-02-22
1174,69.0,Colombia,2022-05-03
1175,54.0,Colombia,2022-03-27
1176,53.0,,2021-12-19
1177,53.0,Argentina,2024-02-14
1178,21.0,México,2023-08-13
1179,53.0,Perú,2023-11-03
1180,69.0,México,2021-11-16
1181,35.0,Chile,2024-04-03
1182,67.0,Colombia,2021-03-26
1183,33.0,Argentina,2021-09-05
1184,58.0,Perú,2022-07-22
1185,35.0,Perú,2022-11-15
1186,39.0,Argentina,2022-10-06
1187,19.0,México,2022-04-24
1188,,Perú,2022-12-14
1189,53.0,México,2022-01-03
1190,61.0,,2021-12-23
1191,,México,2022-02-12
1192,64.0,Colombia,2021-06-28
1193,56.0,Argentina,2022-01-02
1194,46.0,Argentina,2023-11-26
1195,,Perú,2022-04-08
1196,38.0,Perú,2023-04-08
1197,34.0,Perú,2024-03-15
1198,33.0,Colombia,2021-05-26
1199,48.0,Colombia,2022-01-15
1200,68.0,Chile,2021-06-17
1201,26.0,Argentina,2021-03-28
1202,,Perú,2021-06-03
1203,,Argentina,2022-05-12
1204,66.0,México,2021-11-11
1205,54.0,,2022-12-24
1206,19.0,Chile,2023-02-03
1207,69.0,México,2021-09-19
1208,65.0,Argentina,2022-05-02
1209,63.0,Colombia,2022-03-30
1210,31.0,Perú,2022-03-19
1211,50.0,México,2022-06-27
1212,52.0,Colombia,2024-02-03
1213,56.0,Argentina,2021-12-16
1214,64.0,Argentina,2023-04-04
1215,68.0,México,2022-03-14
1216,37.0,México,2021-06-18
1217,,México,2021-01-23
1218,68.0,,2023-09-15
1219,58.0,,2022-11-07
1220,36.0,Colombia,2021-10-08
1221,54.0,Argentina,2022-12-23
1222,35.0,Argentina,2021-09-10
1223,33.0,Perú,2022-02-08
1224,21.0,México,2021-05-13
1225,29.0,México,2022-09-10
1226,46.0,Argentina,2021-08-20
1227,24.0,Perú,2022-06-29
1228,31.0,Argentina,2021-03-20
1229,29.0,México,2023-11-25
1230,52.0,Colombia,2022-05-10
1231,22.0,México,2024-02-08
1232,34.0,Colombia,2021-11-24
1233,59.0,Chile,2023-08-25
1234,,Perú,2022-11-21
1235,27.0,Chile,2022-01-19
1236,60.0,México,2022-07-01
1237,34.0,Perú,2024-04-12
1238,22.0,México,2022-01-27
1239,62.0,Perú,2024-01-31
1240,59.0,Perú,2024-01-14
1241,26.0,México,2023-06-28
1242,66.0,México,2022-11-16
1243,50.0,Perú,2022-06-25
1244,53.0,Perú,2021-10-24
1245,53.0,México,2021-02-25
1246,35.0,México,2023-11-06
1247,26.0,Argentina,2021-03-07
1248,,Argentina,2023-08-16
1249,67.0,Argentina,2023-11-13
1250,31.0,Chile,2022-12-03
1251,42.0,Perú,2023-01-30
1252,32.0,Colombia,2022-05-01
1253,23.0,Chile,2023-04-01
1254,59.0,Perú,2023-06-07
1255,46.0,Colombia,2021-06-26
1256,32.0,Argentina,2021-07-14
1257,46.0,Colombia,2023-11-03
1258,21.0,México,2023-05-26
1259,,México,2021-06-15
1260,67.0,Perú,2024-03-19
1261,66.0,Chile,2022-07-11
1262,61.0,Argentina,2024-04-12
1263,56.0,Perú,2021-06-16
1264,33.0,Argentina,2022-12-10
1265,,México,2022-12-19
1266,,Chile,2021-04-07
1267,20.0,Chile,2022-11-10
1268,68.0,México,2022-02-08
1269,67.0,Colombia,2024-01-06
1270,59.0,Chile,2021-10-18
1271,55.0,Colombia,2021-05-16
1272,62.0,Argentina,2023-06-08
1273,59.0,Chile,2023-05-31
1274,,México,2022-01-02
1275,37.0,Colombia,2022-07-02
1276,65.0,Argentina,2023-06-21
1277,42.0,Argentina,2021-09-05
1278,55.0,Chile,2023-02-05
1279,30.0,Chile,2021-03-11
1280,21.0,Perú,2023-01-16
1281,31.0,Perú,2023-09-23
1282,50.0,Chile,2021-11-25
1283,45.0,Perú,2023-11-06
1284,,,2024-04-12
1285,54.0,México,2022-11-30
1286,25.0,Perú,2023-03-17
1287,,Chile,2021-10-01
1288,51.0,México,2022-06-08
1289,,Argentina,2021-08-07
1290,,Chile,2023-10-21
1291,22.0,Colombia,2022-05-28
1292,48.0,Colombia,2024-02-09
1293,62.0,Chile,2022-04-09
1294,26.0,,2024-01-22
1295,59.0,México,2022-03-27
1296,49.0,México,2023-07-13
1297,50.0,Chile,2023-07-22
1298,20.0,Argentina,2022-04-24
1299,47.0,Perú,2021-11-12
1300,67.0,Argentina,2022-11-02
1301,,Chile,2022-11-29
1302,46.0,Chile,2023-09-20
1303,,Argentina,2023-02-07
1304,43.0,Colombia,2024-02-02
1305,47.0,Chile,2023-06-26
1306,26.0,Perú,2023-05-28
1307,43.0,Argentina,2023-11-19
1308,19.0,Colombia,2021-03-30
1309,20.0,Argentina,2022-01-10
1310,63.0,Colombia,2021-12-30
1311,,Colombia,2021-05-27
1312,42.0,,2021-11-10
1313,68.0,Chile,2022-07-02
1314,30.0,,2023-03-07
1315,56.0,Chile,2023-06-18
1316,61.0,Perú,2021-04-11
1317,52.0,Chile,2021-04-17
1318,40.0,México,2023-05-07
1319,,Colombia,2023-07-26
1320,,,2021-10-18
1321,58.0,Argentina,2022-09-09
1322,61.0,Perú,2022-08-11
1323,48.0,Colombia,2022-08-19
1324,61.0,Perú,2023-09-04
1325,64.0,Argentina,2023-12-10
1326,19.0,México,2023-05-18
1327,49.0,Colombia,2023-08-28
1328,35.0,Colombia,2022-12-23
1329,30.0,Perú,2021-06-07
1330,63.0,Chile,2021-11-24
1331,22.0,Chile,2024-01-06
1332,59.0,Argentina,2023-01-05
1333,61.0,México,2022-09-25
1334,27.0,México,2021-11-23
1335,60.0,,2022-05-23
1336,42.0,,2023-05-20
1337,51.0,Chile,2024-02-05
1338,54.0,México,2021-08-29
1339,,,2022-03-11
1340,,México,2023-11-18
1341,23.0,Argentina,2022-12-05
1342,20.0,Argentina,2022-08-12
1343,30.0,Perú,2022-02-17
1344,20.0,Chile,2022-07-23
1345,43.0,Colombia,2024-04-03
1346,41.0,Chile,2023-09-16
1347,23.0,Argentina,2023-12-08
1348,60.0,Argentina,2022-04-29
1349,66.0,Perú,2024-03-27
1350,,Colombia,2022-10-30
1351,29.0,México,2021-05-31
1352,66.0,Colombia,2021-08-13
1353,53.0,Colombia,2021-09-13
1354,19.0,Colombia,2021-03-02
1355,28.0,,2022-01-31
1356,56.0,Argentina,2024-03-31
1357,51.0,México,2022-01-15
1358,43.0,Colombia,2021-12-15
1359,35.0,México,2021-01-31
1360,38.0,Colombia,2021-03-12
1361,53.0,Argentina,2022-02-01
1362,57.0,México,2021-01-02
1363,69.0,Chile,2023-07-18
1364,63.0,Argentina,2022-07-16
1365,61.0,México,2024-03-04
1366,39.0,Colombia,2021-05-26
1367,47.0,Colombia,2021-06-28
1368,67.0,Argentina,2021-09-21
1369,60.0,Argentina,2021-07-23
1370,47.0,Colombia,2022-11-30
1371,25.0,México,2023-11-20
1372,51.0,Chile,2021-02-28
1373,64.0,Perú,2023-10-30
1374,26.0,Argentina,2023-09-15
1375,68.0,Colombia,2021-06-16
1376,37.0,México,2023-06-26
1377,57.0,Argentina,2023-06-17
1378,42.0,,2023-03-02
1379,36.0,Argentina,2021-08-30
1380,22.0,Colombia,2023-06-27
1381,28.0,México,2024-03-29
1382,32.0,Colombia,2023-02-16
1383,25.0,México,2021-07-18
1384,36.0,Argentina,2023-11-23
1385,40.0,,2022-02-12
1386,44.0,Perú,2024-01-18
1387,57.0,Chile,2021-08-09
1388,49.0,Chile,2023-12-29
1389,43.0,Colombia,2024-03-29
1390,44.0,México,2023-04-20
1391,36.0,Chile,2023-02-27
1392,,Argentina,2022-07-08
1393,59.0,Perú,2022-08-01
1394,46.0,México,2022-06-17
1395,56.0,Perú,2021-12-01
1396,58.0,México,2023-10-18
1397,50.0,Chile,2021-09-03
1398,36.0,Chile,2022-09-03
1399,54.0,Colombia,2021-11-25
1400,36.0,México,2022-07-01
1401,50.0,,2021-12-05
1402,64.0,Chile,2024-04-09
1403,,Colombia,2024-02-08
1404,40.0,Chile,2023-09-21
1405,24.0,Perú,2023-03-18
1406,43.0,Chile,2023-10-31
1407,49.0,México,2022-11-24
1408,29.0,Colombia,2022-03-06
1409,25.0,México,2023-12-26
1410,22.0,Argentina,2023-03-17
1411,59.0,Argentina,2022-09-04
1412,45.0,Chile,2021-02-04
1413,22.0,Colombia,2022-07-11
1414,,Colombia,2022-05-06
1415,43.0,Colombia,2021-09-11
1416,22.0,Colombia,2021-01-17
1417,,Chile,2021-09-18
1418,32.0,México,2022-12-29
1419,30.0,Chile,2022-05-16
1420,45.0,México,2023-10-13
1421,50.0,Perú,2021-10-13
1422,60.0,Perú,2021-01-07
1423,,México,2022-10-21
1424,50.0,Chile,2023-07-26
1425,60.0,Argentina,2021-02-21
1426,35.0,,2021-08-31
1427,,Argentina,2022-06-02
1428,47.0,Chile,2023-08-28
1429,43.0,Colombia,2021-04-19
1430,33.0,Colombia,2023-07-10
1431,30.0,,2021-03-07
1432,56.0,Perú,2023-10-31
1433,50.0,México,2021-07-21
1434,43.0,Argentina,2023-06-20
1435,65.0,Colombia,2021-08-02
1436,,Chile,2021-03-09
1437,66.0,México,2023-01-29
1438,55.0,Chile,2023-05-16
1439,19.0,Colombia,2021-11-23
1440,66.0,Colombia,2023-12-10
1441,23.0,Colombia,2023-11-07
1442,,Colombia,2022-06-07
1443,67.0,Chile,2023-09-15
1444,55.0,México,2024-02-22
1445,59.0,Colombia,2023-10-01
1446,41.0,Perú,2022-05-19
1447,35.0,México,2023-01-26
1448,44.0,Perú,2022-04-18
1449,58.0,Chile,2023-05-08
1450,25.0,Colombia,2022-06-25
1451,45.0,México,2023-05-19
1452,27.0,,2023-05-28
1453,34.0,Colombia,2023-07-29
1454,46.0,México,2023-05-27
1455,,Colombia,2023-03-08
1456,31.0,Colombia,2022-04-17
1457,39.0,Argentina,2023-04-18
1458,23.0,Argentina,2021-03-25
1459,43.0,México,2022-01-12
1460,56.0,México,2021-07-23
1461,29.0,Colombia,2023-10-06
1462,52.0,Perú,2022-05-19
1463,31.0,México,2024-03-14
1464,39.0,,2022-06-23
1465,68.0,Perú,2021-01-17
1466,,Argentina,2022-07-29
1467,65.0,México,2022-07-30
1468,24.0,Colombia,2023-10-12
1469,57.0,Argentina,2023-11-29
1470,67.0,,2021-05-10
1471,42.0,Argentina,2021-04-25
1472,30.0,Colombia,2023-08-08
1473,38.0,Perú,2023-12-05
1474,58.0,Chile,2021-08-04
1475,27.0,Chile,2023-04-28
1476,26.0,Chile,2022-11-20
1477,32.0,México,2023-09-30
1478,69.0,,2021-09-22
1479,19.0,Chile,2022-09-09
1480,42.0,Argentina,2021-10-28
1481,30.0,Perú,2023-09-12
1482,51.0,Colombia,2024-04-09
1483,68.0,Argentina,2022-02-10
1484,,México,2021-06-10
1485,52.0,Chile,2021-01-26
1486,55.0,Argentina,2021-03-24
1487,20.0,,2021-06-22
1488,59.0,Argentina,2023-09-26
1489,23.0,México,2023-03-05
1490,65.0,Perú,2023-12-30
1491,66.0,Chile,2023-04-15
1492,36.0,Colombia,2021-01-06
1493,20.0,Chile,2023-03-07
1494,,Chile,2022-06-09
1495,56.0,Chile,2021-03-04
1496,26.0,Argentina,2023-11-03
1497,69.0,Argentina,2023-01-31
1498,29.0,Perú,2021-07-24
1499,22.0,México,2023-06-16
1500,20.0,Colombia,2021-02-09
1501,28.0,,2024-04-03
1502,47.0,Chile,2023-11-21
1503,,México,2023-05-27
1504,22.0,Colombia,2023-04-05
1505,18.0,Colombia,2023-06-28
1506,44.0,Colombia,2022-02-02
1507,45.0,Colombia,2022-09-26
1508,46.0,Perú,2024-01-07
1509,35.0,Colombia,2023-04-19
1510,29.0,México,2022-08-23
1511,30.0,Argentina,2022-09-17
1512,58.0,,2023-07-27
1513,19.0,,2023-06-03
1514,,Perú,2022-03-01
1515,62.0,Perú,2022-01-22
1516,,Chile,2023-10-01
1517,65.0,México,2023-05-08
1518,41.0,,2022-09-15
1519,52.0,Chile,2021-03-31
1520,39.0,Colombia,2022-01-20
1521,,Colombia,2024-03-08
1522,28.0,Argentina,2023-09-24
1523,63.0,México,2022-10-09
1524,46.0,México,2022-02-26
1525,52.0,Chile,2023-05-24
1526,65.0,Chile,2021-02-22
1527,32.0,Colombia,2023-09-13
1528,48.0,México,2023-10-11
1529,59.0,México,2022-11-16
1530,58.0,Perú,2021-06-28
1531,60.0,Argentina,2021-10-20
1532,33.0,Argentina,2022-01-10
1533,27.0,Colombia,2023-12-19
1534,66.0,México,2023-12-14
1535,49.0,Perú,2024-03-18
1536,68.0,México,2023-03-07
1537,19.0,Chile,2021-01-16
1538,41.0,Colombia,2021-06-25
1539,40.0,Argentina,2021-05-09
1540,19.0,,2023-06-03
1541,55.0,Colombia,2022-03-02
1542,48.0,Argentina,2021-12-20
1543,68.0,,2023-01-20
1544,57.0,Perú,2023-01-14
1545,43.0,Colombia,2023-10-24
1546,46.0,México,2022-04-24
1547,20.0,Argentina,2023-09-03
1548,31.0,Argentina,2024-01-10
1549,,Perú,2021-02-13
1550,65.0,Colombia,2021-06-04
1551,18.0,Colombia,2023-08-05
1552,20.0,México,2023-07-17
1553,43.0,Argentina,2021-04-09
1554,35.0,Argentina,2021-06-20
1555,26.0,Perú,2021-05-28
1556,55.0,Perú,2021-05-03
1557,40.0,Colombia,2021-04-22
1558,38.0,Argentina,2023-10-20
1559,18.0,México,2023-10-09
1560,38.0,Chile,2024-02-28
1561,44.0,,2021-03-09
1562,59.0,Perú,2023-04-08
1563,23.0,México,2023-06-11
1564,61.0,Argentina,2023-10-26
1565,53.0,Colombia,2024-02-16
1566,45.0,Chile,2021-08-18
1567,62.0,Colombia,2021-06-09
1568,,,2021-07-05
1569,57.0,Chile,2023-10-11
1570,69.0,Argentina,2023-05-27
1571,20.0,Argentina,2022-07-06
1572,29.0,Perú,2024-03-21
1573,56.0,Perú,2024-03-09
1574,29.0,Chile,2024-02-26
1575,19.0,Perú,2021-05-27
1576,,Argentina,2022-03-12
1577,,,2023-01-02
1578,40.0,Chile,2024-03-14
1579,47.0,,2021-03-01
1580,22.0,México,2023-04-23
1581,26.0,Perú,2022-02-08
1582,38.0,Argentina,2023-05-31
1583,28.0,Colombia,2024-02-12
1584,22.0,Argentina,2022-09-07
1585,52.0,Perú,2021-12-02
1586,44.0,Chile,2023-04-11
1587,66.0,México,2021-10-12
1588,19.0,México,2021-05-09
1589,41.0,Colombia,2021-11-11
1590,48.0,México,2023-08-18
1591,50.0,Chile,2021-03-12
1592,56.0,Argentina,2021-12-11
1593,47.0,Chile,2024-01-27
1594,63.0,Colombia,2021-06-25
1595,54.0,Colombia,2023-06-03
1596,68.0,México,2024-01-04
1597,45.0,Chile,2021-05-23
1598,,Argentina,2023-07-20
1599,,Chile,2023-11-13
1600,40.0,Argentina,2021-06-30
1601,19.0,Argentina,2023-12-05
1602,57.0,Chile,2021-04-02
1603,58.0,,2021-02-03
1604,44.0,Chile,2022-11-09
1605,,Argentina,2024-03-02
1606,19.0,,2023-01-29
1607,,Colombia,2022-01-17
1608,54.0,México,2023-08-24
1609,38.0,Colombia,2024-03-25
1610,22.0,Perú,2022-01-22
1611,69.0,Argentina,2022-06-19
1612,62.0,Chile,2021-07-19
1613,38.0,Chile,2021-10-02
1614,46.0,Perú,2022-05-16
1615,37.0,Colombia,2022-04-04
1616,55.0,Argentina,2021-02-19
1617,37.0,,2023-08-28
1618,67.0,México,2023-09-15
1619,42.0,Colombia,2022-06-16
1620,19.0,México,2023-10-01
1621,49.0,,2022-09-20
1622,,Argentina,2024-01-21
1623,23.0,México,2021-12-05
1624,58.0,Colombia,2023-12-13
1625,20.0,Colombia,2021-01-04
1626,50.0,Chile,2021-10-08
1627,18.0,Perú,2021-03-14
1628,68.0,Perú,2024-03-06
1629,,Colombia,2023-02-07
1630,30.0,Perú,2023-08-29
1631,36.0,Argentina,2023-09-25
1632,29.0,Perú,2021-07-27
1633,65.0,Argentina,2021-09-17
1634,42.0,Colombia,2023-07-19
1635,68.0,Colombia,2021-09-20
1636,52.0,Colombia,2023-02-22
1637,29.0,Chile,2022-05-20
1638,47.0,Perú,2021-07-22
1639,22.0,México,2021-02-21
1640,51.0,México,2021-12-29
1641,39.0,Colombia,2021-02-14
1642,56.0,Perú,2023-04-07
1643,30.0,Argentina,2023-02-28
1644,64.0,México,2023-02-10
1645,,Colombia,2021-05-22
1646,37.0,,2023-03-08
1647,48.0,México,2021-02-06
1648,22.0,México,2021-02-14
1649,41.0,Colombia,2023-07-09
1650,57.0,Colombia,2023-12-06
1651,,Chile,2022-07-19
1652,25.0,Chile,2021-10-28
1653,41.0,Chile,2021-10-15
1654,67.0,México,2023-02-25
1655,,Perú,2021-09-26
